cement,sand,gravel,water,plasticizer_kg,fly_ash,microsilica_kg,source_synthetic,source_boxcrete,source_normal_concrete,strength_1,strength_3,strength_7,strength_28,strength_1_weight,strength_3_weight,strength_7_weight,strength_28_weight,source,imputed_early
302.0,852.0,1018.0,180.0,2.79,0.0,0.0,1.0,0.0,0.0,17.7,27.0,33.3,41.0,1.0,1.0,1.0,1.0,synthetic,0
267.0,846.0,1014.0,180.0,2.85,0.0,6.5,1.0,0.0,0.0,17.0,25.9,31.3,38.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,180.0,2.6,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
270.0,842.0,1011.0,181.0,2.81,0.0,2.3,1.0,0.0,0.0,15.9,24.9,30.9,38.1,1.0,1.0,1.0,1.0,synthetic,0
270.0,843.0,1012.0,180.0,2.78,0.0,3.0,1.0,0.0,0.0,18.1,26.5,32.4,39.8,1.0,1.0,1.0,1.0,synthetic,0
250.0,860.0,1022.0,180.0,2.97,0.0,17.1,1.0,0.0,0.0,9.5,18.6,25.9,36.0,1.0,1.0,1.0,1.0,synthetic,0
282.0,856.0,1022.0,184.0,3.19,0.0,10.3,1.0,0.0,0.0,16.4,25.3,31.0,37.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,182.0,3.35,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
249.0,856.0,1019.0,180.0,2.78,0.0,10.3,1.0,0.0,0.0,14.6,23.7,29.8,37.6,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,190.0,3.73,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,181.0,3.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
317.0,851.0,1011.0,184.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
253.0,863.0,1024.0,180.0,3.24,0.0,26.2,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
251.0,860.0,1022.0,180.0,2.98,0.0,17.7,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
258.0,858.0,1021.0,188.0,3.47,0.0,19.8,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,181.0,3.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
317.0,852.0,1011.0,183.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
270.0,859.0,1023.0,180.0,3.12,0.0,17.3,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
314.0,843.0,1011.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,14.5,19.9,24.1,33.9,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
251.0,861.0,1022.0,180.0,3.05,0.0,20.0,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
312.0,835.0,1012.0,190.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,19.4,23.3,32.6,1.0,1.0,1.0,1.0,synthetic,0
271.0,859.0,1023.0,180.0,3.11,0.0,17.1,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
251.0,860.0,1025.0,191.0,3.42,0.0,21.2,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
275.0,858.0,1023.0,180.0,3.07,0.0,14.7,1.0,0.0,0.0,10.4,19.6,25.9,34.8,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,185.0,3.53,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,184.0,3.45,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
252.0,865.0,1025.0,180.0,2.77,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
311.0,833.0,1012.0,191.0,0.0,0.0,0.0,1.0,0.0,0.0,14.6,19.4,23.3,32.6,1.0,1.0,1.0,1.0,synthetic,0
260.0,863.0,1024.0,180.0,3.21,0.0,23.6,1.0,0.0,0.0,7.7,17.4,24.3,34.5,1.0,1.0,1.0,1.0,synthetic,0
250.0,858.0,1025.0,191.0,3.23,0.0,17.4,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
320.0,860.0,1010.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
314.0,843.0,1011.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,14.5,19.9,24.1,33.9,1.0,1.0,1.0,1.0,synthetic,0
318.0,855.0,1010.0,182.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
316.0,847.0,1011.0,185.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
319.0,858.0,1010.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,16.3,22.4,27.0,35.9,1.0,1.0,1.0,1.0,synthetic,0
312.0,837.0,1012.0,189.0,0.0,0.0,0.0,1.0,0.0,0.0,13.8,19.4,23.8,33.9,1.0,1.0,1.0,1.0,synthetic,0
234.0,865.0,1025.0,185.0,1.22,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
231.0,858.0,1023.0,189.0,0.5,0.0,22.4,1.0,0.0,0.0,6.4,14.4,21.2,31.6,1.0,1.0,1.0,1.0,synthetic,0
226.0,865.0,1025.0,188.0,1.0,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
225.0,865.0,1025.0,188.0,0.99,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
245.0,864.0,1025.0,183.0,2.32,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
228.0,859.0,1025.0,191.0,0.16,0.0,26.1,1.0,0.0,0.0,6.4,14.4,21.2,31.6,1.0,1.0,1.0,1.0,synthetic,0
229.0,859.0,1021.0,186.0,1.07,0.0,15.9,1.0,0.0,0.0,9.1,17.9,24.1,33.1,1.0,1.0,1.0,1.0,synthetic,0
228.0,865.0,1025.0,187.0,1.2,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
244.0,863.0,1025.0,184.0,2.18,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
227.0,865.0,1025.0,191.0,1.3,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
236.0,856.0,1021.0,186.0,1.09,0.0,15.7,1.0,0.0,0.0,9.1,17.9,24.1,33.1,1.0,1.0,1.0,1.0,synthetic,0
222.0,865.0,1025.0,189.0,0.69,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
222.0,862.0,1025.0,191.0,0.0,0.0,28.0,1.0,0.0,0.0,6.4,14.4,21.2,31.6,1.0,1.0,1.0,1.0,synthetic,0
238.0,862.0,1025.0,186.0,1.43,0.0,28.0,1.0,0.0,0.0,7.5,16.3,23.6,33.7,1.0,1.0,1.0,1.0,synthetic,0
248.0,865.0,1025.0,181.0,2.0,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
246.0,865.0,1025.0,182.0,2.74,0.0,28.0,1.0,0.0,0.0,6.4,15.7,22.3,32.4,1.0,1.0,1.0,1.0,synthetic,0
243.0,853.0,1017.0,181.0,2.15,0.0,3.7,1.0,0.0,0.0,16.1,25.0,30.9,37.6,1.0,1.0,1.0,1.0,synthetic,0
219.0,865.0,1025.0,190.0,0.4,0.0,28.0,1.0,0.0,0.0,7.6,16.1,22.7,32.7,1.0,1.0,1.0,1.0,synthetic,0
266.0,833.0,1015.0,180.0,2.66,0.0,0.0,1.0,0.0,0.0,15.4,25.1,30.8,38.2,1.0,1.0,1.0,1.0,synthetic,0
